# Pulse Caller — new cards (L1 core locked at 13 existing; capstone locked)
# L2 Level-Up (2 cards)
card_pulse_caller_steady_breath	Steady Breath	Inhale, align, exhale. The next pulse-shot this turn benefits from a calmed pulse and finds its mark with unusual ease.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_pulse_caller_harmonic_tuning	Harmonic Tuning	Retune the resonance in your pulse-arm between shots. Your next ranged card costs one less AP (minimum 1).	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
# L3 Single Point (4 cards) — focused resonant pin-strike
card_pulse_caller_single_point_pin_the_breath	Pin the Breath	Strike the narrow point between a foe's ribs. If they would act next turn, they hesitate first — their initiative slips.	subclass_single_point	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_pulse_caller_single_point_thread_the_seam	Thread the Seam	Find the hairline seam in armor or augment plating. This shot ignores cover and partial defenses against a single marked target.	subclass_single_point	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_pulse_caller_single_point_one_grain_of_sand	One Grain of Sand	Collapse your focus to a single bright grain. You cannot target anything but your mark this turn, but the shot lands with unflinching precision.	subclass_single_point	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_pulse_caller_single_point_heartline	Heartline	Trace the pulse under a foe's skin and fire where it beats loudest. A single resonant strike that rattles the target's next action.	subclass_single_point	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
# L3 Iron Suppressor (4 cards) — damps enemy resonance, shuts off augments
card_pulse_caller_iron_suppressor_dampening_shot	Dampening Shot	The pulse strikes not the body, but the song inside the armor. One of the target's augments or resonant abilities falls silent until the end of their next turn.	subclass_iron_suppressor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_pulse_caller_iron_suppressor_choke_the_chord	Choke the Chord	Fire into the resonant line between a foe and their augment. They cannot activate or gain benefit from that augment on their next turn.	subclass_iron_suppressor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
